Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY2010 Budgeted Revenues,FY2010 Actual Revenues,FY2011 Budgeted Revenues,FY2011 Actual Revenues,FY2012 Budgeted Revenues,FY2012 Actual Revenues,FY2013 Budgeted Revenues,FY2013 Actual Revenues,FY 14 Budgeted Revenues,FY 14 Actual Revenues,FY 15 Budgeted Revenues,FY 15 Actual Revenues,FY 16 Budgeted Revenues,FY 16 Actual Revenues,FY 17 Budgeted Revenues,FY 17 Actual Revenues,FY18 Budgeted Revenues,FY 18 Actual Revenues,FY 19 Budgeted Revenues,FY 19 Actual Revenues,FY2020 Budgeted Revenues,FY2020 Actual Revenues
10101,GSD General,1,Administrative,01101499,ADM GSD General Revenue,442002,Transfer LOCAP reimbursement,-8811400,-8860705.98,-9335000,-9371712.9,-8946500,-8675358.02,-8221200,-7960564.17,-8335200.00,-7996872.62,-7877700.00,-7919840.31,-8512000.00,-8089568.81,-8863500.00,-8602743.94,-8146100.00,-8568697.25,-8524300.00,-8940855.38,-9073300,-9678060.24
10101,GSD General,1,Administrative,01101614,ADM Forensic Medical Examiner,406411,Post Mortum Reimbursement,0,-26975,0,0,0,0,0,-3900,0.00,-7350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,1,Administrative,01101616,x-ADM NashvilleAfterZonesAllian,409300,Contribute-Group/Individual,0,0,0,0,0,0,-1800,-1750,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,1,Administrative,01101687,ADM SummerYouth Employ Prg,409300,Contribute-Group/Individual,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-545000.00,0.00,0.00,0,0
10101,GSD General,1,Administrative,01101687,ADM SummerYouth Employ Prg,406510,Other Gov't Agencies,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6650.50,0.00,0.00,0,0
10101,GSD General,2,Metropolitan Council,02101000,MCO Administration,407601,Photostat & Microfilm,0,0,0,-28.15,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,2,Metropolitan Council,02101000,MCO Administration,407662,Sale of data on CD,0,0,0,-239.55,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,3,Metropolitan Clerk,03101000,MCL Administration,407601,Photostat & Microfilm,-800,-302.8,-800,-293.1,-400,-508.25,-400,-262.85,-400.00,-228.75,-200.00,-124.40,-200.00,-143.95,-200.00,-526.50,-100.00,-714.97,-200.00,-319.25,-200,-529.8
10101,GSD General,3,Metropolitan Clerk,03101000,MCL Administration,403331,Commercial Solicitation Permit,0,0,0,0,0,0,0,-300,0.00,-850.00,0.00,-1010.00,0.00,-730.00,-700.00,-540.00,-700.00,-740.00,-600.00,-660.00,-500,-600
10101,GSD General,3,Metropolitan Clerk,03101000,MCL Administration,403332,Permitted Solicitor Badge Fee,0,0,0,0,0,0,0,-620,0.00,-1540.00,0.00,-2200.00,0.00,-2700.00,-1800.00,-2540.00,-1800.00,-1370.00,-1500.00,-1920.00,-1100,-2080
10101,GSD General,3,Metropolitan Clerk,03101000,MCL Administration,404007,Return Check Fee,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,3,Metropolitan Clerk,03101000,MCL Administration,407717,Alarm Appeal,-2000,-2025,-2000,-1725,-2000,-975,-2000,-375,-1000.00,-450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,3,Metropolitan Clerk,03101000,MCL Administration,407718,Lobbyist Registration,-2000,-4058.75,-2000,-3131.25,-4000,-6000,-4000,-4150,-4500.00,-7700.00,-5000.00,-7400.00,-7000.00,-9250.00,-7500.00,-11750.00,-9000.00,-12250.00,-11000.00,-12450.00,-11500,-16450
10101,GSD General,3,Metropolitan Clerk,03106000,x-MCLAlarm Registration,404007,Return Check Fee,-200,-220,-200,-330,-200,-180,-200,-240,-200.00,-180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,3,Metropolitan Clerk,03106000,x-MCLAlarm Registration,403311,Alarm Device Permit,-1200000,-1265095.68,-1200000,-1274185.8,-1200000,-1259189.58,-1200000,-1234486.9,-1200000.00,-1226895.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,4,Mayor's Office,04101010,MAY Administration,405471,Interest-MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-48.86,0.00,-700.61,0,-398.89
10101,GSD General,4,Mayor's Office,04101010,MAY Administration,405472,Unrealized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-107.48,0.00,-241.89,0,-43.21
10101,GSD General,4,Mayor's Office,04101010,MAY Administration,405473,Realized Gain/Loss MIP,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.43,0.00,110.16,0,52.08
10101,GSD General,4,Mayor's Office,04102010,MAY Econ/Community Development,403321,Event & Film Permit,-6800,-7007.5,-6800,-17150,-7000,-5080,0,-731.2,0.00,-548.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,4,Mayor's Office,04102010,MAY Econ/Community Development,407706,Advertising & Promotion,-6900,-2868,-6900,-12828,-7000,-1560,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,4,Mayor's Office,04103010,x-MAYOEM Administration,408603,Gain(Loss) Equip/Other,0,-374.99,0,-2274.96,0,-769.49,0,-1187.13,0.00,-85.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,5,Election Commission,05100210,x-ELEApps for Ballot Processed,406415,TN Cost Reimbursement,0,0,0,0,-617200,-417454.39,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,5,Election Commission,05100210,x-ELEApps for Ballot Processed,407714,Small City Election,-10000,-14673.2,-8800,-645.81,-11300,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,5,Election Commission,05100410,ELE Election Comm Operating,409514,Cost Reimbursement,0,-141.85,0,-320,0,0,0,0,0.00,0.00,0.00,0.00,0.00,-720.90,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,5,Election Commission,05100410,ELE Election Comm Operating,407601,Photostat & Microfilm,-500,-1074.2,-800,-820.15,-1800,-922.58,-500,0,-800.00,-148.00,-1100.00,-212.40,-1800.00,-104.71,-500.00,-15.40,-500.00,0.00,-500.00,0.00,0,0
10101,GSD General,5,Election Commission,05100410,ELE Election Comm Operating,406415,TN Cost Reimbursement,0,-16380,-16400,-15468,-16400,-18955,-15200,-11373,-15200.00,-11373.00,0.00,0.00,-863500.00,-784565.82,0.00,0.00,0.00,-15164.00,0.00,-15164.00,-750000,-771628.21
10101,GSD General,5,Election Commission,05100410,ELE Election Comm Operating,407714,Small City Election,0,0,0,-9723.39,0,0,0,0,-10800.00,0.00,0.00,-27173.17,-6500.00,0.00,0.00,-15855.95,-31800.00,-9673.54,0.00,0.00,0,0
10101,GSD General,5,Election Commission,05100410,ELE Election Comm Operating,407605,Voter Registration Lists,-1500,-2395.3,-2000,-4754.53,-2500,-5129.58,-2000,-6028.91,-2600.00,-3319.00,-2400.00,-6081.80,-2500.00,-2987.05,-2500.00,-1199.00,-2500.00,-4605.10,-2500.00,-4750.00,-3000,-2462.6
10101,GSD General,6,Law,06110010,LAW Contracts All Services,431100,Transfer Legal Services,-104900,-104900,-104900,-104900,-104900,-104900,-104900,-104900,-104900.00,-104900.00,-104900.00,-104900.00,-104900.00,-104900.00,-104900.00,-104900.00,-104900.00,-104900.00,-104900.00,-104900.00,-70100,-70100
10101,GSD General,6,Law,06110110,LAW Client Adv/Supp All Servic,431100,Transfer Legal Services,-750100,-750100,-750100,-750100,-750100,-750100,-750100,-750100,-750100.00,-750100.00,-750100.00,-750100.00,-750100.00,-758950.00,-750100.00,-750100.00,-750100.00,-750100.00,-750100.00,-750100.00,-889100,-889100
10101,GSD General,6,Law,06110210,LAW Legislation All Services,431100,Transfer Legal Services,-62400,-62400,-62400,-62400,-62400,-62400,-62400,-62400,-62400.00,-62400.00,-62400.00,-62400.00,-62400.00,-62400.00,-62400.00,-62400.00,-62400.00,-62400.00,-62400.00,-62400.00,-9000,-10850
10101,GSD General,6,Law,06110310,LAW Lit/Admin Hear All Service,401540,Tax Summons Fee,-68500,-102073.05,-70000,-126514.81,-81900,-159824.46,-102600,-125991.48,-128100.00,-126699.76,0.00,-107024.48,0.00,-70244.41,0.00,-61597.13,0.00,-57557.57,-61600.00,-53455.69,-91400,-42809.37
10101,GSD General,6,Law,06110310,LAW Lit/Admin Hear All Service,401541,Tax summoms fee-personaly,-7000,-5437.45,-6000,-6535.55,-7000,-4542.6,-7000,-4657.58,-7200.00,-4185.67,0.00,-4719.83,0.00,-5701.43,0.00,-6115.89,0.00,-6953.41,-4700.00,-7520.54,-5200,-8384.61
10101,GSD General,6,Law,06110310,LAW Lit/Admin Hear All Service,431100,Transfer Legal Services,-1301100,-1301100,-1301100,-1301100,-1301100,-1301100,-1301100,-1301100,-1301100.00,-1301100.00,-1301100.00,-1301100.00,-1301100.00,-1292250.00,-1301100.00,-1301100.00,-1301100.00,-1301100.00,-1301100.00,-1301100.00,-1333700,-1362775
10101,GSD General,6,Law,06110310,LAW Lit/Admin Hear All Service,407901,Legal Services,-55000,-54285.98,-55000,-64155.98,-55000,-80991.55,-55000,-52328.86,-58000.00,-43453.08,-50000.00,-49448.46,-50000.00,-46035.44,-50000.00,-29208.85,-50000.00,-8118.73,-50000.00,-6563.49,-4600,-4342.51
10101,GSD General,6,Law,06110510,LAW Claims All Services,431100,Transfer Legal Services,-203200,-203200,-203200,-203200,-203200,-203200,-203200,-203200,-203200.00,-203200.00,-203200.00,-203200.00,-203200.00,-203200.00,-203200.00,-203200.00,-203200.00,-203200.00,-203200.00,-203200.00,-133700,-108800
10101,GSD General,6,Law,06110610,LAW Insurance All Services,431100,Transfer Legal Services,-40500,-40500,-40500,-40500,-40500,-40500,-40500,-40500,-40500.00,-40500.00,-40500.00,-40500.00,-40500.00,-40500.00,-35700.00,-35700.00,-35700.00,-35700.00,-35700.00,-35700.00,-21800,-15775
10101,GSD General,7,Planning Commission,07111850,PLA Planning Policy and Design,407769,Comm Plan Amend Fees,0,0,0,0,-5000,-3500,-200,-10300,-4000.00,-14000.00,-13000.00,-18000.00,-13000.00,-20000.00,-37000.00,-22000.00,-46700.00,-29000.00,-46700.00,-46000.00,-46000,-35000
10101,GSD General,7,Planning Commission,07112210,PLA GIS Services and Applicati,407604,Maps,-2700,-278.45,-300,-352.75,-300,-416.11,-200,-66,-300.00,-559.50,-300.00,-280.75,-300.00,-619.70,-500.00,-783.74,-600.00,-662.45,-600.00,-542.00,-600,-204.9
10101,GSD General,7,Planning Commission,07112850,PLA Land Development,409506,Litigation Settlement,0,-1638.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,7,Planning Commission,07112850,PLA Land Development,409518,Other,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-30.00,0.00,0.00,0.00,-30.00,0.00,0.00,0.00,-61.00,0,-90
10101,GSD General,7,Planning Commission,07112850,PLA Land Development,407609,Code Books,-200,-162,-200,-37,-200,0,-100,0,-200.00,-219.00,-100.00,0.00,-100.00,0.00,-100.00,-77.00,-100.00,0.00,-100.00,0.00,-100,0
10101,GSD General,7,Planning Commission,07112850,PLA Land Development,407708,Zone Change,-168500,-78725,-68000,-92720,-68000,-99635,-70000,-119750,-70000.00,-217340.00,-146200.00,-354250.00,-146200.00,-381420.00,-1005500.00,-1159370.00,-1271500.00,-1170030.00,-1271500.00,-1354515.00,-1142400,-1232050
10101,GSD General,7,Planning Commission,07112850,PLA Land Development,407711,Plnnd Unit Dev Review,-128000,-46985,-55000,-74670,-55000,-81526.98,-55000,-64585,-55000.00,-65155.00,-70100.00,-144920.00,-70100.00,-148665.00,-225100.00,-332025.00,-285900.00,-234700.00,-285900.00,-259350.00,-257200,-206675
10101,GSD General,7,Planning Commission,07112850,PLA Land Development,407728,Subdivision Review Fee,-350000,-186845,-200000,-154608.99,-200000,-162749.98,-175000,-178570,-175000.00,-241440.00,-196100.00,-200960.00,-196100.00,-246445.00,-311200.00,-413860.00,-395200.00,-389300.00,-395200.00,-361750.00,-353700,-382450
10101,GSD General,7,Planning Commission,07112850,PLA Land Development,407729,Permit Plan Review Fee,-38500,-15655,-11000,-2365,-11000,0,-3000,0,-3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,8,Human Resources,08123110,x-HR  Training,407992,Fees-HR Training,0,-765,0,-1530,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,8,Human Resources,08124110,x-HR  Compensation Products,407601,Photostat & Microfilm,0,0,0,-89.65,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,9,Register of Deeds,09101000,REG Admin,407300,Elctd Officls-Comm & Fees,-900000,-1000000,-900000,-900000,-900000,-1200000,-900000,-2100000,-1000000.00,-1650000.00,-1500000.00,-2100000.00,-1500000.00,-2700000.00,-1650000.00,-2600000.00,-2000000.00,-2000000.00,-2250000.00,-3639418.10,-2250000,-2414117.46
10101,GSD General,10,General Services,10103200,x-GSRSEC Employee & Prop Sec,409518,Other,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-664.00,0.00,-666.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,10,General Services,10103200,x-GSRSEC Employee & Prop Sec,407778,Gen Services Support,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-1184.27,-18600.00,-1482.36,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,10,General Services,10103210,GSR BOSS Support Services,407778,Gen Services Support,0,0,0,0,0,0,0,0,0.00,0.00,-908600.00,-57437.32,-225100.00,-63701.44,-411300.00,-61226.25,-96300.00,-89882.22,-108000.00,-105484.41,-97500,-95450.88
10101,GSD General,10,General Services,10103210,GSR BOSS Support Services,404900,Court Ordered Restitutions,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1236.72,0.00,0.00,0,0
10101,GSD General,10,General Services,10103220,GSR BOSS Building Services,407778,Gen Services Support,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-401589.98,-293600.00,-400931.66,-173200.00,-400638.55,-505600.00,-508917.88,-493800.00,-497472.85,-474200,-465468.44
10101,GSD General,10,General Services,10103230,GSR BOSS Utilities,407778,Gen Services Support,0,0,0,0,0,0,0,0,0.00,0.00,0.00,-346047.04,-252700.00,-332362.66,-149700.00,-307435.16,-376000.00,-415375.82,-373400.00,-378289.63,-361700,-355580.44
10101,GSD General,10,General Services,10104100,GSR Mail Services,407778,Gen Services Support,0,0,0,0,0,0,0,0,0.00,0.00,-23000.00,-18510.90,-18900.00,-16101.46,-21500.00,-13166.84,-19500.00,-15803.14,-15300.00,-13949.97,-18000,-13685.17
10101,GSD General,11,Historical Commission,11105100,HIS Govt & Public Partner Prog,405471,Interest-MIP,0,0,0,-0.03,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,11,Historical Commission,11105100,HIS Govt & Public Partner Prog,408701,Insurance Recovery,0,-4235,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-559.99,0.00,0.00,0.00,0.00,0,0
10101,GSD General,11,Historical Commission,11105200,HIS Info Educ & Tourism Prog,431808,Transfer HOT Historical Comm,-25000,-25000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,14,Information Technology Service,14121001,x-ITSMetro 3,407723,Video Production,-600,-249.76,-200,-175.71,-100,-199,-100,-23,-100.00,-126.00,-100.00,-79.00,-100.00,-63.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,16,Assessor of Property,16102000,ASR Assessment,407601,Photostat & Microfilm,-6000,-2124.6,-2500,-721,-2500,-2476,-2500,-15,-200.00,-192.00,-200.00,-212.00,-200.00,0.00,-200.00,0.00,-200.00,-124.00,-200.00,0.00,-200,0
10101,GSD General,16,Assessor of Property,16102000,ASR Assessment,406415,TN Cost Reimbursement,-144100,-10696,0,-9999.92,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,16,Assessor of Property,16102000,ASR Assessment,406401,TN Funded Programs,-10700,-113834.5,0,0,0,-10422.79,-12000,-11439.6,-15000.00,-14814.82,-16000.00,-17210.10,-17200.00,-17601.12,-20000.00,-20524.41,-20500.00,-21398.97,-21200.00,-21196.57,-21600,-21131.79
10101,GSD General,18,County Clerk,18101000,COU Admin,407300,Elctd Officls-Comm & Fees,-4300000,-4162810.24,-4000000,-5274780.12,-4300000,-5177603.8,-4700000,-5354278.47,-4900000.00,-5805680.19,-5200000.00,-5879755.29,-5406000.00,-7264432.39,-5800000.00,-9148511.90,-7000000.00,-9405846.62,-8500000.00,-9643791.27,-9200000,-8082443.87
10101,GSD General,18,County Clerk,18101000,COU Admin,403108,Pawnbroker License,-100,-48,-100,-552.14,-100,-548.06,-100,-474.27,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100.00,0.00,-100,0
10101,GSD General,19,District Attorney,19101000,DA Administration,409514,Cost Reimbursement,-319600,-319660,-319600,-319660,-340000,-340000,-340000,-340000,-340000.00,-340000.00,-365000.00,-365000.00,-365000.00,-387798.00,-365000.00,-395319.20,-408000.00,-416080.24,-416100.00,-424187.90,-495400,-432435
10101,GSD General,19,District Attorney,19101000,DA Administration,407601,Photostat & Microfilm,-200,-313.75,-200,-277.75,-200,0,-200,-211.04,-200.00,-395.70,-200.00,-978.80,-300.00,-332.30,-500.00,-746.71,-500.00,-2003.25,-500.00,-1383.90,-1500,-113.45
10101,GSD General,19,District Attorney,19101000,DA Administration,406415,TN Cost Reimbursement,-30000,-42538.17,-30000,-27908.18,-32000,-39465.26,-30000,-50728.56,-40000.00,-24659.40,-40000.00,-15148.41,-40000.00,-15496.16,-21700.00,-33291.06,-21700.00,-31788.51,-21700.00,-24362.23,-21700,-8575.94
10101,GSD General,21,Public Defender,21101000,PDF Administration,409300,Contribute-Group/Individual,0,0,0,0,0,-25000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36.96,0,0
10101,GSD General,21,Public Defender,21101000,PDF Administration,406415,TN Cost Reimbursement,-1544900,-1551697.65,-1544900,-1535855.5,-1529500,-1550400,-1593300,-1593300,-1812000.00,-1804720.00,-2106200.00,-2106200.00,-2184700.00,-2219700.00,-2221900.00,-2221900.00,-2330800.00,-2330800.00,-2379700.00,-2379700.00,-2379700,-2436800
10101,GSD General,21,Public Defender,21101000,PDF Administration,404011,Expungement Fee 40-32-101g,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,-7100.00,-7109.77,0.00,0.00,0.00,-2694.65,0.00,0.00,0,0
10101,GSD General,21,Public Defender,21101100,PDF General Sessions Team,409300,Contribute-Group/Individual,0,0,0,0,-25000,0,-10000,-10000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-153.93,0,0
10101,GSD General,21,Public Defender,21101100,PDF General Sessions Team,406415,TN Cost Reimbursement,0,0,0,0,0,0,0,0,-237200.00,-237200.00,0.00,0.00,-35000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,21,Public Defender,21101200,PDF Criminal Court Team,409300,Contribute-Group/Individual,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-295.62,0,0
10101,GSD General,21,Public Defender,21101200,PDF Criminal Court Team,406415,TN Cost Reimbursement,0,0,0,0,0,0,0,0,-57000.00,-57000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,21,Public Defender,21101300,PDF Appellate Court Team,409300,Contribute-Group/Individual,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.49,0,0
10101,GSD General,21,Public Defender,21101400,PDF Juvenile Court Team,406415,TN Cost Reimbursement,0,0,0,0,0,0,0,0,0.00,0.00,-32300.00,-3100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,22,Juvenile Court Clerk,22101000,JCC Admin,404200,Court Clerks-Fines & Costs,-146000,-134522.68,-146000,-127138.2,-124000,-140851.77,-110000,-97807.41,-110000.00,-149838.33,-110000.00,-158482.72,-110000.00,-87585.43,-110000.00,-60995.70,-75000.00,-46150.52,-60000.00,-32451.55,-60000,-33549.83
10101,GSD General,22,Juvenile Court Clerk,22101000,JCC Admin,404620,Jail Construc/Upgrad Litigat,0,-1205,0,0,0,-1365.48,0,-4430.74,0.00,4430.74,0.00,-6223.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2428.72,0,2428.72
10101,GSD General,22,Juvenile Court Clerk,22101000,JCC Admin,404635,Courthouse Security Litig Tax,-12000,-20955,-20000,-32667.58,-21000,-48254.88,-30000,-41545.76,-30000.00,-52829.06,-30000.00,-59756.68,-40800.00,-44765.86,-40000.00,-36221.01,-40000.00,-31743.35,-40000.00,-27537.18,-40000,-27451.37
10101,GSD General,22,Juvenile Court Clerk,22101000,JCC Admin,407200,Court Clerks-Comm & Fees,-446000,-367333.48,-376000,-515674.97,-354700,-415318.89,-370000,-368693.58,-370000.00,-348473.69,-370000.00,-386914.20,-370000.00,-378817.89,-370000.00,-372589.24,-350000.00,-296730.77,-350000.00,-353352.80,-350000,-272549.93
10101,GSD General,23,Circuit Court Clerk,23101500,CIR Courtroom Security,404630,Courtroom Security Enhanc Fee,-10000,-13476.06,-11000,-21576.74,-12000,-13546.68,-12000,-14375.3,-12000.00,-14009.81,-12200.00,-10482.65,-12900.00,-13620.19,-12800.00,-14032.31,-13400.00,-14084.59,-13400.00,-13505.24,-12200,-19154.75
10101,GSD General,23,Circuit Court Clerk,23102000,CIR Circuit Court Clerk,404200,Court Clerks-Fines & Costs,0,-950,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0
10101,GSD General,23,Circuit Court Clerk,23102000,CIR Circuit Court Clerk,404620,Jail Construc/Upgrad Litigat,0,-21155.13,0,0,0,-20229.61,0,-62740.46,0.00,62740.46,0.00,-62790.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-66581.95,0,66581.95
10101,GSD General,23,Circuit Court Clerk,23102000,CIR Circuit Court Clerk,404635,Courthouse Security Litig Tax,-690000,-708304.79,-595000,-608324.74,-605000,-628264.14,-605000,-593570.95,-605000.00,-571226.26,-555000.00,-534474.24,-485000.00,-533576.09,-514000.00,-576793.87,-525000.00,-572487.95,-525000.00,-584107.04,-560000,-494495.12
10101,GSD General,23,Circuit Court Clerk,23102000,CIR Circuit Court Clerk,407200,Court Clerks-Comm & Fees,-5000000,-5000000,-5000000,-5000000,-5000000,-5000000,-5000000,-4000000,-3500000.00,-3250000.00,-3238000.00,-2000000.00,-2500000.00,-1250000.00,-2500000.00,-2500000.00,-3000000.00,-3000000.00,-2000000.00,-1400000.00,-1000000,-1000000
10101,GSD General,23,Circuit Court Clerk,23102000,CIR Circuit Court Clerk,404502,Environmntl Court Pnlty,-70000,-73167.13,-70000,-88921.87,-75000,-105390.08,-82000,-119012.1,-100000.00,-121269.97,-100000.00,-119502.87,-100000.00,-109937.47,-94000.00,-156930.23,-110000.00,-221626.89,-150000.00,-223938.90,-250000,-232247.78
